,Taxon,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.g.cm3,SRL_m.g,rootDiam.mm,local_lifeform,local_lifespan,functional_group
365,ERIGERON STRIGOSUS,15.42,0.566,NA,24.97386549,0.254,NA,15.73,NA,FORB,"ANNUAL, Perennial (Oklahoma (KAEFS-OK))",FORB
378,ERODIUM AUREUM,NA,0.18299289,NA,38.098939,NA,NA,NA,NA,FORB,BIENNIAL,FORB
1101,ERODIUM BOTRYS,17.65,0.24384,NA,12.324331,0.3048,NA,218.1618837,NA,,,
1102,ERODIUM CRINITUM,NA,0.9,NA,16,NA,NA,NA,NA,,,
1105,ERYNGIUM HORRIDUM,NA,0.254340909,NA,3.078411396,NA,NA,NA,NA,,,
387,EUPHORBIA ALBOMARGINATA,NA,0.05,NA,12.64955294,0.83,NA,12.13448,0.09,FORB,"PERENNIAL, Annual (NNSS_Mojave)",FORB
390,EUPHORBIA DRUMMONDII,NA,0.1276,NA,12.13032804,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1106,EUPHORBIA EXSTIPULATA,NA,NA,NA,21.46977297,NA,NA,NA,0.0825,,,
392,EUPHORBIA GLYPTOSPERMA,21.63,NA,NA,12.82051282,NA,NA,NA,NA,FORB,ANNUAL,FORB
396,EUPHORBIA SEGUIERIANA,NA,0.425,NA,18.4,1.6675,NA,NA,NA,FORB,PERENNIAL,FORB
1107,EUPHORBIA SERPYLLIFOLIA,18.085,0.015277778,NA,19.92830341,NA,NA,NA,0.05,,,
1108,EUPHORBIA SERRULA,NA,NA,NA,20.03182734,NA,NA,NA,0.065,,,
397,EUPHRASIA MINIMA,26.868,0.108,NA,17.10079827,NA,NA,NA,NA,FORB,ANNUAL,FORB
398,EUTHAMIA GRAMINIFOLIA,19.4891582,0.798,NA,12.04198841,NA,NA,NA,NA,FORB,PERENNIAL,FORB
399,EVOLVULUS SERICEUS,NA,0.165186473,NA,13.12723643,NA,NA,NA,NA,FORB,PERENNIAL,FORB
405,FESTUCA HALLERI,13,0.1225,NA,9.9,0.101,NA,NA,0.31,GRASS,PERENNIAL,GRASS
407,FESTUCA IDAHOENSIS,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,GRASS,PERENNIAL,GRASS
412,FESTUCA RUPICOLA,17.52444444,0.24175,NA,14.17171717,0.6376923,NA,NA,NA,GRASS,PERENNIAL,GRASS
413,FESTUCA VAGINATA,NA,1,NA,17.18213058,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
414,FESTUCA VIVIPARA,13.90714177,0.065,NA,11.02,NA,NA,NA,NA,GRASS,NULL,GRASS
1112,FIMBRISTYLIS DICHOTOMA,14.11303333,0.583333333,NA,5.947566,NA,NA,NA,NA,,,
415,FIMBRISTYLIS PUBERULA,NA,0.234,NA,18.9983695,NA,NA,NA,NA,GRASS,PERENNIAL,GRAMINOID
420,FUMANA PROCUMBENS,16,0.15,NA,8.22,0.28,NA,NA,NA,FORB,PERENNIAL,FORB
425,GALACTIA MARGINALIS,NA,0.177117117,NA,6.500004464,NA,NA,NA,NA,FORB,PERENNIAL,LEGUME
426,GALACTIA REGULARIS,NA,0.388,NA,12.733856,NA,NA,NA,NA,LEGUME,PERENNIAL,LEGUME
429,GALIUM LUCIDUM,26,0.375,NA,40.8,NA,NA,NA,NA,VINE,PERENNIAL,FORB
432,GALIUM SAXATILE,25.1,0.175,NA,25.08983957,NA,NA,NA,NA,FORB,NULL,FORB
434,GALIUM VIRGATUM,NA,0.059,NA,20.40142857,NA,NA,NA,NA,FORB,ANNUAL,FORB
435,GAURA COCCINEA,NA,NA,NA,14.93401246,0.47,NA,7.307967,0.345,FORB,PERENNIAL,FORB
437,GENISTA SCORPIUS,NA,1.5,NA,9.527159544,NA,NA,NA,NA,SHRUB,NULL,LEGUME
441,GERANIUM THUNBERGII,20.22039,0.709,NA,27.52,NA,NA,NA,NA,FORB,PERENNIAL,FORB
442,GEUM CANADENSE,11.97,0.77936,NA,20.2434208,0.1016,NA,NA,NA,FORB,PERENNIAL,FORB
443,GEUM TRIFLORUM,14.28333333,0.4572,7.011111111,10.7349,0.1524,NA,NA,NA,FORB,PERENNIAL,FORB
444,GLADIOLUS ILLYRICUS,NA,0.4,NA,12,NA,NA,NA,NA,FORB,ANNUAL,FORB
446,GLOBULARIA VULGARIS,NA,0.2,NA,6.892,NA,NA,NA,NA,FORB,PERENNIAL,FORB
447,GLYCYRRHIZA LEPIDOTA,38.83,1.2192,NA,15.04672897,0.3048,NA,NA,NA,LEGUME,PERENNIAL,LEGUME
448,GNAPHALIUM SUPINUM,22.46381487,0.0658,28.1,27.00300375,NA,NA,307.39,0.29,FORB,PERENNIAL,FORB
450,GOODENIA BLACKIANA,NA,0.2,NA,9.626935,NA,NA,NA,NA,FORB,PERENNIAL,FORB
451,GOODENIA CYCLOPTERA,NA,0.14,NA,8.635442029,NA,NA,NA,NA,FORB,NULL,FORB
453,GOUINIA PARAGUAYENSIS,23.1,0.47,NA,19.71,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
458,GYMNADENIA CONOPSEA,28.85621237,0.45,NA,19.92759166,0.07,NA,NA,NA,FORB,NULL,FORB
459,GYPSOPHILA PANICULATA,NA,0.85,NA,23.53705566,NA,NA,NA,NA,FORB,PERENNIAL,FORB
460,GYPSOPHILA REPENS,12.7,0.14,NA,15.67666667,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1122,HARMSIODOXA BLENNODIOIDES,NA,0.19,NA,15.65744425,NA,NA,NA,NA,,,
1123,HARMSIODOXA BREVIPES,NA,0.4,NA,15.114988,NA,NA,NA,NA,,,
477,HELICTOTRICHON HOOKERI,NA,NA,NA,19.08259351,0.9,NA,NA,NA,GRAMINOID,PERENNIAL,GRASS
480,HELICTOTRICHON VERSICOLOR,18.88884001,0.14,6.081157261,11.48996431,NA,NA,77.65999999,NA,GRASS,PERENNIAL,GRASS
482,HEPATICA NOBILIS,24,0.133014446,NA,27.165,NA,NA,NA,NA,FORB,NULL,FORB
486,HETEROTHECA SUBAXILLARIS,NA,1.8,NA,NA,NA,NA,NA,NA,FORB,PERENNIAL,FORB
492,HILARIA JAMESII,21.68723958,0.6096,7.6,13.95707872,0.3048,NA,140.9228,0.056,GRAMINOID,PERENNIAL,GRASS
493,HIPPOCREPIS COMOSA,29,0.231666667,NA,15.26545455,1.003333,NA,NA,NA,FORB,PERENNIAL,LEGUME
494,HOFFMANNSEGGIA DREPANOCARPA,NA,NA,NA,16.00833991,NA,NA,12.54713,0.286,LEGUME,PERENNIAL,LEGUME
497,HOLOSTEUM UMBELLATUM,NA,0.161666667,NA,35.26333333,0.24,NA,NA,NA,FORB,ANNUAL,FORB
498,HORDEUM MURINUM,31.1,0.405416667,NA,28.1259188,0.1,NA,204.9930273,0.217582152,GRASS,ANNUAL,GRASS
500,HYALOSPERMA DEMISSUM,NA,0.03518491,NA,38.104966,NA,NA,NA,NA,FORB,ANNUAL,FORB
1130,HYALOSPERMA SEMISTERILE,NA,0.13,NA,13.12453785,NA,NA,NA,NA,,,
501,HYDROCOTYLE BONARIENSIS,NA,NA,NA,27.35005333,NA,NA,NA,NA,FORB,PERENNIAL,FORB
502,HYDROCOTYLE FOVEOLATA,NA,0.13,NA,40.950606,NA,NA,NA,NA,FORB,ANNUAL,FORB
509,HYPOCHAERIS GLABRA,18.3,0.301666667,NA,40.145,NA,NA,NA,NA,FORB,ANNUAL,FORB
512,HYPOLAENA FASTIGIATA,5.5,0.5625,NA,2.094693,0.25,NA,2.742290055,NA,GRASS,PERENNIAL,FORB
514,IMPATIENS NOLI-TANGERE,NA,0.658333333,NA,45.38148148,NA,NA,25.74550227,0.553757778,FORB,ANNUAL,FORB
517,ISOETOPSIS GRAMINIFOLIA,NA,0.045,NA,14.44850259,NA,NA,NA,NA,FORB,ANNUAL,FORB
520,JACOBAEA VULGARIS,18.1084,1,5.92241,26.66024961,NA,NA,NA,0.2,FORB,BIENNIAL,FORB
527,JUNCUS SQUARROSUS,NA,0.22416667,NA,5.87,0.33,NA,NA,NA,GRAMINOID,NULL,GRAMINOID
1138,KALLSTROEMIA PARVIFLORA,NA,NA,NA,25.53063956,NA,NA,NA,0.235,,,
533,KOELERIA MICRATHERA,NA,NA,NA,14.02,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
538,LACTUCA SERRIOLA,32,0.9375,NA,21.4302,0.825,NA,257.2538462,0.61,FORB,BIENNIAL,FORB
541,Lagenophora stipitata,NA,0.2225,NA,17.262441,NA,NA,NA,NA,FORB,PERENNIAL and ANNUAL,FORB
1141,LATHYRUS PALUSTRIS,33.6,0.858333333,NA,34.15,NA,NA,NA,NA,,,
553,LEERSIA HEXANDRA,17.321052,1.5,NA,26,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
557,LEPIDOSPERMA CARPHOIDES,5.7,0.5,NA,2.685549,0.28,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
558,LEPIDOSPERMA CONGESTUM,NA,0.5,NA,2.737,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
563,LESPEDEZA PROCUMBENS,NA,0.248,NA,15.64773251,NA,NA,NA,NA,LEGUME,PERENNIAL,LEGUME
564,LEUCANTHEMOPSIS ALPINA,26,0.035,NA,15.775,0.126,NA,NA,0.83,FORB,PERENNIAL,FORB
568,LEVENHOOKIA DUBIA,NA,0.0675,NA,46.78369,NA,NA,NA,NA,FORB,ANNUAL,FORB
573,LIATRIS SQUARROSA,22.06384,0.4548,NA,16.33650548,0.67,NA,NA,NA,FORB,PERENNIAL,FORB
574,LIGUSTICUM MUTELLINA,21.8,0.28,NA,24.9616,0.68,NA,NA,NA,FORB,PERENNIAL,FORB
1146,LINARIA GENISTIFOLIA,NA,0.4625,NA,13.36,NA,NA,NA,NA,,,
576,LINUM BIENNE,NA,0.279516908,NA,20.94632332,NA,NA,NA,NA,FORB,ANNUAL,FORB
577,LINUM CATHARTICUM,20.2751018,0.184833333,NA,29.89038332,0.18,NA,308.1,NA,FORB,ANNUAL,FORB
578,LINUM MEDIUM,NA,0.328,NA,22.57688088,NA,NA,NA,NA,FORB,ANNUAL,FORB
579,LINUM PERENNE,31.9,0.466666667,NA,26.23333333,NA,NA,NA,NA,FORB,PERENNIAL,FORB
582,LINUM SULCATUM,23.055,0.458,NA,17.12,NA,NA,NA,NA,FORB,ANNUAL,FORB
585,LITHOSPERMUM CANESCENS,18.9752,0.282,NA,14.43083537,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1148,LITHOSPERMUM CAROLINIENSE,17.774,0.525833334,NA,12.63662801,NA,NA,NA,NA,,,
586,LITHOSPERMUM INCISUM,26.9,0.2176,NA,12.77,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1152,LOMANDRA MICRANTHA,6.8159292,0.466666667,NA,1.398045,NA,NA,NA,NA,,,
591,LOMANDRA NANA,NA,0.17,NA,5.237313,NA,NA,NA,NA,FORB,PERENNIAL,FORB
592,LOMATIUM NUDICAULE,NA,0.1257,NA,13.2,NA,NA,NA,NA,FORB,PERENNIAL,FORB
595,LOTUS GLABER,NA,0.75,NA,25.91,NA,NA,NA,0.71,LEGUME,PERENNIAL,LEGUME
601,LUZULA MULTIFLORA,25.54618746,0.2110425,5.237476541,25.53913437,NA,NA,132.06,NA,GRASS,PERENNIAL,GRAMINOID
602,LUZULA PILOSA,16.9625,0.225,12.5,25.5,NA,NA,565.6,0.21,GRAMINOID,NULL,GRAMINOID
603,LUZULA SPICATA,22.59228887,0.24812,NA,13.42568753,0.254,NA,152.8099999,0.22,GRAMINOID,PERENNIAL,GRAMINOID
607,LYSIMACHIA EUROPAEA,32.8,0.09,NA,51,NA,NA,NA,NA,FORB,NULL,FORB
608,LYSIMACHIA NUMMULARIA,17.1,0.5,NA,30.86299914,0.32,NA,NA,NA,FORB,PERENNIAL,FORB
609,LYTHRUM HYSSOPIFOLIA,NA,0.305833333,NA,24.09,NA,NA,NA,NA,FORB,ANNUAL,FORB
610,MACHAERANTHERA PINNATIFIDA,NA,NA,NA,14.18259087,1.335,NA,9.58714,0.248,FORB,PERENNIAL,FORB
616,MARSDENIA AUSTRALIS,NA,NA,NA,5.8,NA,NA,NA,NA,VINE,PERENNIAL,FORB
1154,MEDICAGO LACINIATA,NA,0.05,NA,23.68,NA,NA,NA,NA,,,
1155,MEDICAGO POLYMORPHA,40.93,0.49192,NA,26.27057155,0.3048,NA,271.4317854,0.39,,,
624,MICROSERIS LANCEOLATA,NA,0.4,NA,11.380814,NA,NA,NA,NA,FORB,PERENNIAL,FORB
625,MICROSERIS SCAPIGERA,NA,0.36,NA,35.23,NA,NA,NA,NA,FORB,PERENNIAL,FORB
628,MILLOTIA TENUIFOLIA,NA,0.12,NA,36.253385,NA,NA,NA,NA,FORB,ANNUAL,FORB
630,MINUARTIA GLOMERATA,NA,NA,NA,11.1936,NA,NA,NA,NA,FORB,ANNUAL,FORB
1158,MINURIA DENTICULATA,NA,0.15,NA,10.12839779,NA,NA,NA,NA,,,
631,MOLINIA CAERULEA,19.7245873,0.699125,8.366751778,17.87260174,0.8,NA,56.8752851,0.269333333,GRASS,NULL,GRASS
633,MONARDA PUNCTATA,13.2,0.4265,NA,18.95202815,NA,NA,NA,NA,FORB,ANNUAL,FORB
637,MUHLENBERGIA ARENICOLA,NA,NA,NA,14.31621017,NA,NA,139.5016,0.034,GRASS,PERENNIAL,GRASS
638,MUHLENBERGIA RACEMOSA,31.043,0.684,NA,31.89085821,0.065,NA,71.52399084,NA,GRASS,PERENNIAL,GRASS
639,MUHLENBERGIA RICHARDSONIS,20.5218701,0.1524,NA,13.97,0.1524,NA,NA,NA,GRAMINOID,PERENNIAL,GRASS
1161,MYOSOTIS DISCOLOR,NA,0.25375,NA,27.63777778,NA,NA,NA,0.846666667,,,
640,MYOSOTIS STRICTA,NA,0.136666667,NA,21.00716667,NA,NA,NA,NA,FORB,ANNUAL,FORB
643,NARTHECIUM OSSIFRAGUM,24.7,0.2325,NA,24.15,0.22,NA,NA,NA,FORB,NULL,FORB
647,NASSELLA NEESIANA,14.2304221,0.8,NA,16,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
649,NASSELLA TRICHOTOMA,NA,0.7,NA,11.297312,NA,NA,NA,0.77666667,GRASS,PERENNIAL,GRASS
652,NEOTTIA OVATA,NA,0.32,NA,30.18571429,NA,NA,NA,NA,FORB,NULL,FORB
654,NEURACHNE ALOPECUROIDEA,NA,0.5,NA,7.6793,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
656,NOTICASTRUM SERICEUM,30.175,NA,NA,36.99,NA,NA,NA,NA,FORB,PERENNIAL,FORB
661,OREOCHLOA DISTICHA,22,0.115,NA,9.2,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
664,OXALIS ACETOSELLA,28.21760537,0.104166667,5.86667,NA,NA,NA,NA,0.1,FORB,NULL,FORB
665,OXALIS CONORRHIZA,NA,0.1176,NA,42.67,NA,NA,NA,NA,FORB,"PERENNIAL, ANNUAL (Yarramundi Drt)",FORB
666,OXALIS DILLENII,36.94,0.188478161,NA,41.82566697,NA,NA,NA,NA,FORB,PERENNIAL,FORB
668,OXALIS STRICTA,23.5,0.4,NA,NA,NA,NA,NA,NA,FORB,PERENNIAL,FORB
670,PACKERA CANA,NA,0.4572,NA,6.036472348,0.3048,NA,NA,NA,FORB,PERENNIAL,FORB
671,PANICUM ACUMINATUM,17.50836364,0.238666667,NA,21.67056595,NA,NA,180.896992,NA,GRASS,PERENNIAL,GRASS
678,PANICUM OLIGOSANTHES,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
679,PANICUM SABULORUM,NA,0.258884374,NA,24,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
682,PAPPOPHORUM CAESPITOSUM,20.7,0.42,NA,10.705,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
685,PAPPOSTIPA SPECIOSA,NA,0.6096,NA,4.202740187,0.254,NA,NA,NA,GRASS,PERENNIAL,GRASS
1172,PARNASSIA PALUSTRIS,16.99145067,0.29014,NA,29.0232756,0.2032,NA,NA,NA,,,
686,PARTHENIUM INTEGRIFOLIUM,15.3,0.7746,NA,10.84,1.8,NA,NA,NA,FORB,PERENNIAL,FORB
1174,PASPALUM PAUCIFOLIUM,NA,0.3,NA,19.08,NA,NA,NA,NA,,,
1175,PASPALUM PLICATULUM,NA,0.665255903,NA,15.45156687,0.1016,NA,NA,NA,,,
692,PASPALUM QUADRIFARIUM,10,2,NA,2.825,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
694,PASPALUM VAGINATUM,3.6045301,0.03048,15.6,10.41,0.1524,NA,NA,NA,GRASS,PERENNIAL,GRASS
701,PEDICULARIS SYLVATICA,38.59,0.161666667,24.01,11.55,NA,NA,NA,NA,FORB,NULL,FORB
702,PELARGONIUM RODNEYANUM,NA,0.4,NA,16.370301,NA,NA,NA,NA,FORB,PERENNIAL,FORB
703,PENSTEMON ALBIDUS,16.68,0.13425,NA,9.692319451,NA,NA,NA,NA,GRASS,PERENNIAL,FORB
1176,PENTASCHISTIS AIROIDES,NA,0.17,NA,29.666,NA,NA,NA,NA,,,
709,PERSICARIA VIVIPARA,21.5,0.283,NA,22,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1177,PFAFFIA TUBEROSA,NA,0.227422476,NA,14.86229927,NA,NA,NA,NA,,,
715,PHLEUM ALPINUM,24.71901341,0.19724,9.103855654,20.58967646,0.254,NA,73.35000002,0.25,GRASS,PERENNIAL,GRASS
1179,PHLOX PILOSA,17.253,0.6,NA,25.66852391,NA,NA,NA,NA,,,
723,PHYSALIS HEDERIFOLIA,19.19,NA,NA,20.70393375,NA,NA,NA,NA,FORB,ANNUAL,FORB
725,PHYTEUMA HEMISPHAERICUM,27,0.1,NA,19.5,NA,NA,NA,NA,FORB,PERENNIAL,FORB
728,PILOSELLA AURANTIACA,14.23505,0.358333333,NA,29.759314,NA,NA,NA,NA,FORB,PERENNIAL,FORB
739,PLANTAGO EURYPHYLLA,45.18531954,0.03,NA,15.9845175,NA,NA,NA,NA,FORB,PERENNIAL,FORB
743,PLANTAGO OVATA,28.37307756,0.0588,NA,10.46839723,0.115,NA,NA,NA,FORB,ANNUAL,FORB
745,PLANTAGO RHODOSPERMA,15.425,NA,NA,17.37,NA,NA,NA,NA,FORB,ANNUAL,FORB
746,PLANTAGO VIRGINICA,40.89,0.224,NA,17.78314286,NA,NA,NA,NA,FORB,PERENNIAL,FORB
748,POA ALPINA,13,0.298831111,16.9,21.51150438,0.254,NA,292.2,0.26,GRASS,PERENNIAL,GRASS
750,POA BULBOSA,17.70666667,0.3224,10.49,21.09,0.2032,NA,NA,0.01366667,GRASS,ANNUAL,GRASS
751,POA COMPRESSA,13.678,0.2491,8.04,20.91883636,0.254,NA,54.78896667,0.53,GRASS,PERENNIAL,GRASS
753,POA HIEMATA,13.7803809,0.6,NA,3.35531,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
754,POA HOTHAMENSIS,18.1774119,0.9,NA,5.099444,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
755,POA LANIGERA,NA,NA,NA,24,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
756,POA LIGULARIS,22.4,1.2,10.4,6.944926731,0.7,NA,NA,NA,GRASS,PERENNIAL,GRASS
1182,POA PALUSTRIS,NA,1.031175,NA,26.81033951,0.3048,NA,NA,NA,,,
758,POA SECUNDA,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,GRASS,PERENNIAL,GRASS
762,POLYGALA CONFUSA,NA,NA,NA,20.29,NA,NA,NA,NA,FORB,PERENNIAL,FORB
767,POLYGALA VULGARIS,23.74545578,0.172916667,NA,19.02952398,NA,NA,396.667,NA,FORB,PERENNIAL,FORB
1184,POLYGONATUM BIFLORUM,18.1,NA,NA,25.48648123,NA,NA,NA,NA,,,
768,POLYGONUM ARENARIUM,NA,NA,NA,16.81,NA,NA,NA,NA,FORB,ANNUAL,FORB
773,POMARIA JAMESII,NA,NA,NA,16.30169355,1.95,NA,NA,0.8607,FORB,PERENNIAL,LEGUME
1185,PORTULACA HALIMOIDES,NA,NA,NA,38.69912893,NA,NA,NA,0.05,,,
775,POTENTILLA ANSERINA,26.20897891,0.277222222,NA,17.47534074,0.43,NA,634.25,NA,FORB,PERENNIAL,FORB
776,POTENTILLA AUREA,30.417,0.0915,NA,22.13904012,0.55,NA,NA,NA,FORB,PERENNIAL,FORB
777,POTENTILLA ERECTA,25.74581524,0.203633333,9.89,22.4188617,0.55,NA,362.7833333,NA,FORB,NULL,FORB
778,POTENTILLA GRANDIFLORA,22.90611744,0.16935,NA,39.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB
779,POTENTILLA REPTANS,24.6133503,0.274083333,NA,23.567332,NA,NA,NA,NA,FORB,PERENNIAL,FORB
781,PRIMULA GLUTINOSA,27,0.045,NA,13.58757528,0.2515,NA,NA,NA,FORB,PERENNIAL,FORB
783,PROSOPIS GLANDULOSA,29.56111,NA,NA,6.97966443,NA,NA,NA,NA,SHRUB,PERENNIAL,LEGUME
799,PTILOTUS POLYSTACHYUS,23.98,1,NA,9.6,NA,NA,37,NA,FORB,NULL,FORB
810,QUINETIA URVILLEI,NA,0.2,NA,28.711511,NA,NA,NA,NA,FORB,ANNUAL,FORB
1189,RANUNCULUS RHOMBOIDEUS,15.478,NA,NA,17.75698741,NA,NA,NA,NA,,,
815,RANUNCULUS VICTORIENSIS,NA,NA,NA,7.820232,NA,NA,NA,NA,FORB,PERENNIAL,FORB
816,RAPHANUS SATIVUS,40.5,0.715,14.825,34.60857143,1.566667,NA,NA,NA,FORB,ANNUAL,FORB
817,RATIBIDA COLUMNIFERA,17.595,0.94488,NA,22.85,0.3556,NA,56,0.66,FORB,PERENNIAL,FORB
818,RHINANTHUS MINOR,34.3558401,0.395833333,NA,18.84206584,NA,NA,NA,NA,FORB,ANNUAL,FORB
1190,RHODANTHE FLORIBUNDA,NA,0.25,NA,22.32616445,NA,NA,NA,NA,,,
1191,RHODANTHE PYGMAEA,NA,0.08,NA,42.578,NA,NA,NA,NA,,,
824,ROMULEA ROSEA,NA,0.4,NA,10.313611,NA,NA,NA,NA,GRASS,PERENNIAL,FORB
1197,RUELLIA MORONGII,NA,0.035,NA,17.88,NA,NA,NA,NA,,,
838,RYTIDOSPERMA CAESPITOSUM,NA,0.55,NA,9.440331,0.66,NA,168.7,0.271,GRASS,PERENNIAL,GRASS
839,RYTIDOSPERMA NUDIFLORUM,18.933775,0.4,NA,3.575778,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
1198,SALVIA COLUMBARIAE,35.3,0.4225,NA,13.226092,NA,NA,195.4645928,NA,,,
844,SALVIA PRATENSIS,19.3,0.520833333,NA,24.4875,2.1,NA,201.5307692,NA,FORB,PERENNIAL,FORB
845,SALVIA VERBENACA,NA,0.508333333,NA,11.94,NA,NA,NA,NA,FORB,ANNUAL,FORB
852,SCHISMUS BARBATUS,29.00293247,0.25,NA,18.21,0.16,NA,81.47,NA,GRASS,ANNUAL,GRASS
854,SCHOENUS APOGON,NA,0.25,NA,10.042795,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
857,SCLEROLAENA DIACANTHA,17.13159156,0.354166667,NA,4.445479003,NA,NA,NA,NA,FORB,PERENNIAL,FORB
858,SCLEROLAENA ERIACANTHA,NA,0.2,NA,7.535749722,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1199,SCLEROLAENA TRICUSPIS,NA,0.8,NA,3.203377976,NA,NA,NA,NA,,,
860,SCLEROPOGON BREVIFOLIUS,NA,NA,NA,14.7175273,0.996,NA,279.3546,0.053333333,GRASS,PERENNIAL,GRASS
861,SCORZONEROIDES AUTUMNALIS,19.34660756,0.310966667,NA,21.52466367,0.7,NA,314.4166667,NA,FORB,PERENNIAL,FORB
1200,SCUTELLARIA GALERICULATA,NA,0.345833333,NA,40.14142857,NA,NA,NA,NA,,,
863,SECALE SYLVESTRE,NA,NA,NA,13.43,NA,NA,NA,NA,GRASS,ANNUAL,GRASS
864,SEDUM LANCEOLATUM,14.02,0.0202625,NA,17.37287879,NA,NA,NA,NA,SUCCULENT,PERENNIAL,FORB
870,SENECIO LEUCANTHEMIFOLIUS,NA,0.275,NA,17.434,NA,NA,NA,NA,FORB,ANNUAL,FORB
871,SENECIO MADAGASCARIENSIS,37.065,0.6,NA,23.57,NA,NA,NA,NA,NULL,ANNUAL,FORB
875,SENNA BAUHINIOIDES,NA,NA,NA,14.29802652,1.7,NA,7.894687,0.376666667,FORB,PERENNIAL,LEGUME
879,SETARIA PAMPEANA,24.7,0.38,NA,19.52,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
881,SETARIA SPHACELATA,10.0375,NA,NA,14.16,NA,NA,11.17,0.57,GRASS,PERENNIAL,GRASS
884,SIDA PETROPHILA,NA,2,NA,6.55728,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1207,SILENE CONICA,NA,0.2825,NA,NA,NA,NA,NA,NA,,,
886,SILENE NUTANS,35.742,0.454166667,NA,19.43385725,1.8,NA,NA,NA,FORB,PERENNIAL,FORB
887,SILENE OTITES,30,0.445833333,NA,12.96333333,0.5,NA,NA,NA,FORB,PERENNIAL,FORB
888,SILOXERUS MULTIFLORUS,NA,0.05,NA,4.67,NA,NA,NA,NA,FORB,ANNUAL,FORB
1208,SISYRINCHIUM CAMPESTRE,12.11333333,0.215,NA,11.59588118,NA,NA,NA,NA,,,
890,SISYRINCHIUM MONTANUM,NA,0.225,NA,19.78,NA,NA,NA,NA,FORB,PERENNIAL,FORB
893,SOLANUM ELAEAGNIFOLIUM,NA,1,NA,11.75,1.77,NA,15.678,0.324,FORB,ANNUAL,FORB
894,SOLANUM ELLIPTICUM,37.0175882,0.333333333,NA,5.402244049,NA,NA,NA,NA,FORB,PERENNIAL,FORB
895,SOLDANELLA PUSILLA,NA,0.02,NA,16.8,0.11,NA,NA,NA,FORB,PERENNIAL,FORB
896,SOLENOGYNE DOMINII,NA,0.2,NA,16.30426,NA,NA,NA,NA,FORB,PERENNIAL,FORB
897,SOLIDAGO CANADENSIS,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,FORB,PERENNIAL,FORB
1210,SOLIDAGO CHILENSIS,NA,0.03,NA,12.66592606,NA,NA,NA,NA,,,
903,SOLIDAGO VIRGAUREA,28.29400969,0.509,16.4,25.12385635,0.046,NA,4.546172562,0.524574564,FORB,NULL,FORB
906,SONCHUS OLERACEUS,34.9,1.1328125,NA,39.67950467,0.755,NA,76.97,NA,FORB,ANNUAL,FORB
909,SORGHUM HALEPENSE,22.2,1.3834,NA,17.98889051,0.254,NA,NA,NA,GRAMINOID,PERENNIAL,GRASS
1212,SPERMACOCE VERTICILLATA,NA,0.177879546,NA,15.0614139,NA,NA,NA,NA,,,
913,SPHAERALCEA HASTULATA,NA,NA,NA,14.04606421,NA,NA,10.52042,0.492,FORB,PERENNIAL,FORB
914,SPHAERALCEA POLYCHROMA,NA,NA,NA,15.13239789,NA,NA,4.032394,0.533333333,FORB,PERENNIAL,FORB
915,SPHENOPHOLIS OBTUSATA,28.92,0.97536,NA,17.35,0.1016,NA,NA,NA,GRASS,PERENNIAL,GRASS
916,SPOROBOLUS COMPOSITUS,8.2,0.213,NA,28.13,NA,NA,NA,0.49,GRASS,PERENNIAL,GRASS
1213,SPOROBOLUS CONTRACTUS,NA,NA,NA,17.09756089,1.3,NA,NA,0.043333333,,,
918,SPOROBOLUS FLEXUOSUS,NA,0.9144,NA,15.81345753,0.254,NA,NA,0.04,GRASS,PERENNIAL,GRASS
