,site_code,Taxon,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,rootDiam.mm,SRL.groot.cahill.merge,RTD.groot.cahill.merge,RMF.g.g,local_lifespan,local_lifeform,functional_group,
320,credoj.au,CUSCUTA PLANIFLORA,-0.375,29.41966813,0.4,NA,25.74370446,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,"leafN, SLA from CoRRE"
321,marcdrt.ar,CYCLOSPERMUM LEPTOPHYLLUM,0,22.92093987,0.0375,NA,13.61805627,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
322,ukulingadrt.za,CYMBOPOGON CAESIUS,-4.666666667,17.34,0.838,NA,19.20917573,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
323,nplatte.us,CYMOPTERUS GLOMERATUS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
324,sclaudio.ar,CYNODON DACTYLON,-2.333333333,16.887,0.235788519,NA,16.61,0.3556,0.714,NA,0.02479,0.341958012,PERENNIAL,GRASS,GRASS,
325,yarradrt.au,CYNODON DACTYLON,2.95,16.887,0.235788519,NA,16.61,0.3556,0.714,NA,0.02479,0.341958012,PERENNIAL,GRASS,GRASS,
326,rhijn.nl,CYNOSURUS CRISTATUS,-4.333333333,23.43756154,0.588,8.984294197,24.18157407,0.22,0.200318519,360.0166897,0.229,0.499845166,PERENNIAL,GRASS,GRASS,
327,brookdale.ca,CYPRIPEDIUM PARVIFLORUM,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
328,cowidrt.ca,CYTISUS SCOPARIUS,-3.166666667,31.01944444,1.7959,NA,16.56634384,0.4064,0.314,NA,NA,0.201344559,PERENNIAL,SHRUB,LEGUME,
329,cowidrt.ca,DACTYLIS GLOMERATA,5.1,20.01241462,0.2225,3.95,45.99,0.3048,0.422325,29.04686668,0.157828901,0.484069109,PERENNIAL,GRASS,GRASS,
330,rhijn.nl,DACTYLIS GLOMERATA,4.16666667,20.01241462,0.2225,3.95,45.99,0.3048,0.422325,29.04686668,0.157828901,0.484069109,PERENNIAL,GRASS,GRASS,
331,elvadrt.ee,DACTYLIS GLOMERATA,1.66666667,20.01241462,0.2225,3.95,45.99,0.3048,0.422325,29.04686668,0.157828901,0.484069109,PERENNIAL,GRASS,GRASS,
332,lygraint.no,DACTYLORHIZA MACULATA,0,22.6,0.6,NA,24.63833333,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
333,cedartrait.us,DALEA VILLOSA,4.416666663,24.47326055,0.514,11.2,9.00090009,1.524,NA,NA,NA,NA,PERENNIAL,FORB,LEGUME,
334,scruzh.us,DANTHONIA CALIFORNICA,9.76244709,16.48904069,0.6096,NA,8.937044145,0.4064,NA,NA,NA,NA,PERENNIAL,FORB,GRASS,leafN CoRRE
335,esw.ca,DAUCUS CAROTA,2,23.75644602,0.487097662,12.75277167,17.82232194,0.8925,0.314314803,244.5257138,0.077,0.569956278,BIENNIAL,FORB,FORB,
336,elvadrt.ee,DAUCUS CAROTA,0,23.75644602,0.487097662,12.75277167,17.82232194,0.8925,0.314314803,244.5257138,0.077,0.569956278,BIENNIAL,FORB,FORB,
337,cowidrt.ca,DELPHINIUM MENZIESII,-1.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
338,paike.ar,DESCHAMPSIA CESPITOSA,0,19.38145224,0.623466667,9.504294333,15.23396119,1.23,0.206048414,364.9892355,0.24,0.463646707,PERENNIAL,GRASS,GRASS,
339,hyide.de,DESCHAMPSIA FLEXUOSA,-1,21.14852266,0.40801415,6.90123,17.70866263,0.2032,0.233751852,196.6766667,0.410694171,0.357471274,PERENNIAL,GRASS,GRASS,
340,lygraint.no,DESCHAMPSIA FLEXUOSA,1.5,21.14852266,0.40801415,6.90123,17.70866263,0.2032,0.233751852,196.6766667,0.410694171,0.357471274,PERENNIAL,GRASS,GRASS,
341,hoide.de,DESCHAMPSIA FLEXUOSA,-5,21.14852266,0.40801415,6.90123,17.70866263,0.2032,0.233751852,196.6766667,0.410694171,0.357471274,PERENNIAL,GRASS,GRASS,
342,nnss.us,DESCURAINIA PINNATA,-0.896186118,35.48775219,0.6,NA,15.13510542,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,"leafN, SLA from CoRRE"
343,gmgranite.us,DESCURAINIA PINNATA,-1.5,35.48775219,0.6,NA,15.13510542,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, SLA from CoRRE"
344,purdue.us,DESMODIUM ILLINOENSE,0.32142857,28.39,0.32,NA,17.35283469,NA,0.2997,137.82,0.263301,NA,PERENNIAL,LEGUME,LEGUME,
345,kiskun.hu,DIANTHUS SEROTINUS,-6.25,NA,0.5,NA,8.608,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
346,cdpt_drt.us,DICHANTHELIUM OLIGOSANTHES,-3.25,12.8,NA,NA,23.2764706,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
347,konzadrt.us,DICHANTHELIUM OLIGOSANTHES,0.2,12.8,NA,NA,23.2764706,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
348,yarradrt.au,DICHELACHNE CRINITA,0.1,18.34711904,0.8592625,NA,13.22275953,NA,0.51,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
349,capmcd.us,DICHELOSTEMMA CAPITATUM,0,22.2,0.483,NA,12.41345668,0.1,NA,NA,NA,NA,ANNUAL,FORB,FORB,
350,gmmolar.us,DICHELOSTEMMA CAPITATUM,0.083333333,22.2,0.483,NA,12.41345668,0.1,NA,NA,NA,NA,ANNUAL,FORB,FORB,
351,jilpanger.au,DICHOPOGON STRICTUS,0.116666666,18.28392834,0.196255637,NA,17.84592373,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, height, SLA from CoRRE"
352,ukulingadrt.za,DIHETEROPOGON AMPLECTENS,-0.66666667,19.28918921,1.8,NA,18.66549714,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,"leafN, SLA from CoRRE"
353,sand.us,DIOSPYROS VIRGINIANA,1,28.2,9.457333333,16.71939583,11.37839081,0.9144,0.589423176,22.87048611,0.124220088,NA,PERENNIAL,SHRUB,WOODY,
354,naposta.ar,DIPLOTAXIS TENUIFOLIA,1.666666666,28.97486851,0.575,NA,22.45,NA,NA,NA,NA,NA,BIENNIAL,FORB,FORB,leafN CoRRE
355,cowidrt.ca,DODECATHEON HENDERSONII,0.333333334,23.2,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
356,jilpanger.au,DROSERA ABERRANS,0.625,NA,0.04,NA,10.41199386,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
357,jilpanger.au,DROSERA GLANDULIGERA,0,14.59590931,0.024625293,NA,17.22544538,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, SLA from CoRRE"
358,jilpanger.au,DROSERA HOOKERI,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
359,allmendb.ch,ECHIUM VULGARE,-1.625,23.6,0.716666667,NA,14.45,2.57,0.385,28.61,NA,NA,PERENNIAL,FORB,FORB,
360,yarradrt.au,EHRHARTA STIPOIDES,23.52,25.541,0.24,NA,21.72,NA,0.431,NA,NA,NA,PERENNIAL,GRASS,GRASS,
361,octc.us,ELYMUS ELYMOIDES,-0.073247858,20.3,0.255,6.333333333,20.1,0.3048,0.62075,19.41916685,0.387230769,0.328333333,PERENNIAL,GRASS,GRASS,
362,oreac.us,ELYMUS ELYMOIDES,12.95833333,20.3,0.255,6.333333333,20.1,0.3048,0.62075,19.41916685,0.387230769,0.328333333,PERENNIAL,GRASS,GRASS,
363,oreaa.us,ELYMUS ELYMOIDES,0.05,20.3,0.255,6.333333333,20.1,0.3048,0.62075,19.41916685,0.387230769,0.328333333,PERENNIAL,GRASS,GRASS,
364,cowidrt.ca,ELYMUS GLAUCUS,4.333333333,38.54171583,0.3236,10.4,11.57602138,0.3048,NA,28.61114615,0.490612168,0.387462352,PERENNIAL,GRASS,GRASS,
365,esw.ca,ELYMUS REPENS,0,26.17661742,0.22,16.42030861,30.7,0.3556,0.408375,24.17441564,0.200167235,0.453232931,PERENNIAL,GRASS,GRASS,
366,cmss.us,ELYMUS SPICATUS,20,14.64,0.8382,NA,17.38104639,0.254,NA,NA,NA,0.462,PERENNIAL,GRASS,GRASS,
367,kernnu.ca,ELYMUS TRACHYCAULUS,-3.583333334,13.9,0.3752,9.38,16.36462068,NA,NA,53.1189835,0.391851266,0.305,PERENNIAL,GRAMINOID,GRASS,
368,kernb.ca,ELYMUS TRACHYCAULUS,4,13.9,0.3752,9.38,16.36462068,NA,NA,53.1189835,0.391851266,0.305,PERENNIAL,GRAMINOID,GRASS,
369,lygraint.no,EMPETRUM NIGRUM,-5.5,11.54888567,0.271133333,6.06,8.52667692,0.2532,NA,NA,NA,0.119259512,PERENNIAL,SUBSHRUB,WOODY,
370,lygraold.no,EMPETRUM NIGRUM,-0.5,11.54888567,0.271133333,6.06,8.52667692,0.2532,NA,NA,NA,0.119259512,PERENNIAL,SUBSHRUB,WOODY,
371,credom.au,ENNEAPOGON CAERULESCENS,1.433333333,NA,0.3,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
372,credoj.au,ENNEAPOGON CAERULESCENS,-0.566666667,NA,0.3,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
373,credom.au,ENNEAPOGON POLYPHYLLUS,0.708333333,10.55,0.325,3.7,7.00975,NA,0.6,NA,0.44,NA,PERENNIAL,GRASS,GRASS,
374,credoj.au,ENNEAPOGON POLYPHYLLUS,4.25,10.55,0.325,3.7,7.00975,NA,0.6,NA,0.44,NA,PERENNIAL,GRASS,GRASS,
375,nnss.us,EPHEDRA NEVADENSIS,-0.560472657,19.70812383,0.9144,NA,3.902380247,0.1524,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,"leafN, SLA from CoRRE"
376,chacra.ar,EPHEDRA TRIANDRA,0,NA,NA,NA,10.30257403,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
377,oreaa.us,EPILOBIUM BRACHYCARPUM,-0.8,30.5,0.29,10.95816314,22,NA,0.73,81.71053256,NA,NA,ANNUAL,FORB,FORB,
378,oreac.us,EPILOBIUM BRACHYCARPUM,1,30.5,0.29,10.95816314,22,NA,0.73,81.71053256,NA,NA,ANNUAL,FORB,FORB,
379,baddrt.de,EPILOBIUM TETRAGONUM,-1.312,29.10047423,0.720833333,NA,15.9,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
380,elvadrt.ee,EQUISETUM ARVENSE,0.666666666,19.50796,0.4018,NA,13.93244886,0.2262,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
381,teshio.jp,EQUISETUM ARVENSE,-1.5,19.50796,0.4018,NA,13.93244886,0.2262,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
382,credom.au,ERAGROSTIS DIELSII,8.75,NA,0.3,NA,5.7,NA,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
383,credoj.au,ERAGROSTIS DIELSII,-11,NA,0.3,NA,5.7,NA,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
384,cerrillos.ar,ERAGROSTIS ORTHOCLADA,-3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
385,milparinka.au,ERAGROSTIS SETIFOLIA,0,16.04329474,0.38,NA,8.192540984,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
386,quilpie.au,ERAGROSTIS SETIFOLIA,-1.166666667,16.04329474,0.38,NA,8.192540984,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
387,konzadrt.us,ERAGROSTIS SPECTABILIS,7.333333333,11.63,0.23375,NA,24.79827372,0.1016,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
388,cedarsav.us,ERAGROSTIS SPECTABILIS,7,11.63,0.23375,NA,24.79827372,0.1016,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
389,oreaa.us,EREMOGONE CONGESTA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.399095005,PERENNIAL,FORB,FORB,
390,cmss.us,EREMOGONE CONGESTA,-18.5,NA,NA,NA,NA,NA,NA,NA,NA,0.399095005,PERENNIAL,FORB,FORB,
391,charleville.au,EREMOPHILA GILESII,8.33333334,NA,0.876142857,NA,8.200856869,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
392,ethadb.au,ERIACHNE ARISTIDEA,-4.5,8.1,0.308142857,4.5,38.9,NA,0.9,NA,0.33,0.2479,BOTH,GRASS,GRASS,
393,gmmolar.us,ERIASTRUM EREMICUM,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
394,lygraint.no,ERICA TETRALIX,2,11.50813841,0.465833333,NA,9.991794537,NA,NA,NA,NA,NA,PERENNIAL,SUBSHRUB,WOODY,
395,lygraold.no,ERICA TETRALIX,0.5,11.50813841,0.465833333,NA,9.991794537,NA,NA,NA,NA,NA,PERENNIAL,SUBSHRUB,WOODY,
396,esw.ca,ERIGERON ANNUUS,0,13.87251282,0.790891667,NA,24.83067457,1.02,0.2483,62.7520477,0.328758,0.383161658,ANNUAL,FORB,FORB,
397,falls.au,ERIGERON BELLIDIOIDES,0,9.1727,0.0203,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
398,naposta.ar,ERIGERON BLAKEI,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
399,oreaa.us,ERIGERON BLOOMERI,-0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
400,marcdrt.ar,ERIGERON BONARIENSIS,-0.5,20.2,0.46625,NA,17.6205,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
401,cedarsav.us,ERIGERON STRIGOSUS,5,24.635,0.566,NA,22.57798584,0.254,NA,NA,NA,NA,ANNUAL,FORB,FORB,
402,konzadrt.us,ERIGERON STRIGOSUS,0,24.635,0.566,NA,22.57798584,0.254,NA,NA,NA,NA,ANNUAL,FORB,FORB,
403,milparinka.au,ERIOCHLOA PSEUDOACROTRICHA,-0.5,NA,0.542166667,NA,NA,NA,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
404,jrnchi.us,ERIOGONUM ANNUUM,0.01375145,NA,NA,NA,NA,1.405,NA,NA,NA,NA,ANNUAL,FORB,FORB,
405,nnss.us,ERIOGONUM ANNUUM,-0.4319366,NA,NA,NA,NA,1.405,NA,NA,NA,NA,ANNUAL,FORB,FORB,
406,nnss.us,ERIOGONUM MACULATUM,0.258741557,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
407,gmgranite.us,ERIOGONUM MACULATUM,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
408,gmmolar.us,ERIOGONUM MACULATUM,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
409,oreaa.us,ERIOGONUM SPHAEROCEPHALUM,1.875,NA,0.3048,NA,NA,0.3556,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
410,lygraold.no,ERIOPHORUM ANGUSTIFOLIUM,-1,20.00955403,0.392104,5.5,12.00527941,0.2895,0.7875,NA,NA,NA,PERENNIAL,GRAMINOID,GRAMINOID,
411,lygraint.no,ERIOPHORUM ANGUSTIFOLIUM,0,20.00955403,0.392104,5.5,12.00527941,0.2895,0.7875,NA,NA,NA,PERENNIAL,GRAMINOID,GRAMINOID,
412,lygraold.no,ERIOPHORUM VAGINATUM,10.33333333,18.34176544,0.441666667,7.2,10.65122927,0.4,0.756666667,148.81,NA,0.161666667,PERENNIAL,GRAMINOID,GRAMINOID,
413,nnss.us,ERIOPHYLLUM PRINGLEI,-1.334249035,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
414,gmmolar.us,ERIOPHYLLUM WALLACEI,-1.319047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
415,gmgranite.us,ERIOPHYLLUM WALLACEI,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
416,ukulingadrt.za,ERIOSEMA CORDATUM,-9.833333333,27.2,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,LEGUME,LEGUME,
417,credom.au,ERODIUM AUREUM,-0.5,NA,0.14432859,NA,38.098939,NA,NA,NA,NA,NA,BIENNIAL,FORB,FORB,
418,gmgranite.us,ERODIUM CICUTARIUM,5.285714285,27.82176667,0.3255,11.47977948,33.62785763,1.45,0.1243,131.6796733,0.43626943,0.549608355,ANNUAL,FORB,FORB,
419,gmmolar.us,ERODIUM CICUTARIUM,1.357142857,27.82176667,0.3255,11.47977948,33.62785763,1.45,0.1243,131.6796733,0.43626943,0.549608355,ANNUAL,FORB,FORB,
420,spvdrt.ar,ERODIUM CICUTARIUM,0,27.82176667,0.3255,11.47977948,33.62785763,1.45,0.1243,131.6796733,0.43626943,0.549608355,ANNUAL,FORB,FORB,
421,cobar.au,ERODIUM CRINITUM,2,29.24515479,0.9,NA,16,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
422,capwhite.us,ERODIUM TEXANUM,0,29.47013931,0.194554756,NA,15.56210836,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,"leafN, height, SLA from CoRRE"
423,capmcd.us,ERODIUM TEXANUM,0,29.47013931,0.194554756,NA,15.56210836,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,"leafN, height, SLA from CoRRE"
424,cowidrt.ca,ERYTHRONIUM OREGONUM,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
425,scruzm.us,ESCHSCHOLZIA CALIFORNICA,-2.818213643,30.69230769,0.405253333,NA,13.77935648,0.254,0.24385,527.2,0.133636111,0.212475394,PERENNIAL,FORB,FORB,
426,cdpt_drt.us,ESCOBARIA VIVIPARA,-0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SUCCULENT,FORB,
427,sevblue.us,EUPHORBIA ALBOMARGINATA,0,NA,0.05,NA,12.64955294,0.83,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
428,allmendo.ch,EUPHORBIA CYPARISSIAS,1.5,29.16635667,0.2375,8.96,23.6,0.89,0.50435,82.89593285,0.295652174,0.459459459,PERENNIAL,FORB,FORB,
429,allmendb.ch,EUPHORBIA CYPARISSIAS,-1.5,29.16635667,0.2375,8.96,23.6,0.89,0.50435,82.89593285,0.295652174,0.459459459,PERENNIAL,FORB,FORB,
430,credom.au,EUPHORBIA DRUMMONDII,-0.5,16.533,0.1276,NA,11.92661905,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
431,quilpie.au,EUPHORBIA DRUMMONDII,0,16.533,0.1276,NA,11.92661905,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
432,credoj.au,EUPHORBIA DRUMMONDII,1,16.533,0.1276,NA,11.92661905,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
433,sevblack.us,EUPHORBIA LATA,-2.983333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
434,capmcd.us,EUPHORBIA POLYCARPA,-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOTH,FORB,FORB,
435,sand.us,EUPHORBIA PUBENTISSIMA,5.333333333,NA,NA,NA,21.624,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
436,kiskun.hu,EUPHORBIA SEGUIERIANA,3.698,20.81068013,0.425,NA,18.4,1.6675,NA,NA,NA,NA,PERENNIAL,FORB,FORB,leafN CoRRE
437,passogavia.it,EUPHRASIA MINIMA,0.086666667,26.868,0.108,NA,17.10079827,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
438,purdue.us,EUTHAMIA GRAMINIFOLIA,15.04166667,19.48915818,0.798,NA,12.04198841,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
439,cedarsav.us,EUTHAMIA GRAMINIFOLIA,-2.833333333,19.48915818,0.798,NA,12.04198841,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
440,spvdrt.ar,FACELIS RETUSA,-3,NA,0.0311,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
441,kranz.de,FAGUS SYLVATICA,0,21.57683121,27.10185714,3.73333,18.63202363,0.91875,0.524726557,28.44544129,0.365339561,0.372024688,PERENNIAL,TREE,WOODY,
442,baddrt.de,FALLOPIA CONVOLVULUS,-0.4,17.405,0.353,NA,32.44031684,NA,NA,128.9091942,0.1,NA,ANNUAL,FORB,FORB,
443,biddulph.ca,FESTUCA ALTAICA,-3,17.12635867,0.249614709,12.5,12.96197376,0.84,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRASS,"leafN, height, SLA from CoRRE"
444,kernb.ca,FESTUCA ALTAICA,17.33333333,17.12635867,0.249614709,12.5,12.96197376,0.84,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRASS,"leafN, height, SLA from CoRRE"
445,kernnu.ca,FESTUCA ALTAICA,-20.66666667,17.12635867,0.249614709,12.5,12.96197376,0.84,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRASS,"leafN, height, SLA from CoRRE"
446,marcdrt.ar,FESTUCA ARUNDINACEA,28.91666667,26.75,0.922297147,9.306666667,16.0169955,1.415,0.383552278,167.503371,0.210653817,0.386256373,PERENNIAL,GRASS,GRASS,
447,sclaudio.ar,FESTUCA ARUNDINACEA,4.75,26.75,0.922297147,9.306666667,16.0169955,1.415,0.383552278,167.503371,0.210653817,0.386256373,PERENNIAL,GRASS,GRASS,
448,passogavia.it,FESTUCA HALLERI,1.1,12.78340333,0.32925,7.275,10.13595232,NA,0.20186,20.88568173,0.665724079,NA,PERENNIAL,GRASS,GRASS,
449,oreac.us,FESTUCA IDAHOENSIS,11.45,10.92,0.287,6.3,10.8912192,0.3556,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
450,cmss.us,FESTUCA IDAHOENSIS,6,10.92,0.287,6.3,10.8912192,0.3556,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
451,oreaa.us,FESTUCA IDAHOENSIS,11,10.92,0.287,6.3,10.8912192,0.3556,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
452,allmendb.ch,FESTUCA OVINA,1.458333333,16.78631631,0.414347827,7.790299962,19.60698369,0.254,0.205406167,180.6632143,0.18,0.346186217,PERENNIAL,GRASS,GRASS,
453,allmendo.ch,FESTUCA OVINA,1.499999999,16.78631631,0.414347827,7.790299962,19.60698369,0.254,0.205406167,180.6632143,0.18,0.346186217,PERENNIAL,GRASS,GRASS,
454,rhijn.nl,FESTUCA PRATENSIS,-1,19.46927506,0.4,9.037334647,26.12,2.6825,0.217565197,289.7039134,0.091553497,0.614932652,PERENNIAL,GRASS,GRASS,
455,elvadrt.ee,FESTUCA PRATENSIS,0.166666666,19.46927506,0.4,9.037334647,26.12,2.6825,0.217565197,289.7039134,0.091553497,0.614932652,PERENNIAL,GRASS,GRASS,
456,paike.ar,FESTUCA PYROGEA,-0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
457,elvadrt.ee,FESTUCA RUBRA,-0.666666667,19.05492673,0.115,3.9,19.51431627,0.3048,0.12,348.147287,0.190815184,0.278900454,PERENNIAL,GRASS,GRASS,
458,rhijn.nl,FESTUCA RUBRA,-8.33333334,19.05492673,0.115,3.9,19.51431627,0.3048,0.12,348.147287,0.190815184,0.278900454,PERENNIAL,GRASS,GRASS,
459,kiskun.hu,FESTUCA VAGINATA,2,NA,1,NA,17.18213058,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
460,lygraint.no,FESTUCA VIVIPARA,-1,13.90714177,0.065,NA,11.02,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
461,gmmolar.us,FILAGO DEPRESSA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
462,gmgranite.us,FILAGO DEPRESSA,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
463,elvadrt.ee,FRAGARIA VESCA,0.16666666,16.48863464,0.136111111,NA,23.61645563,NA,0.1112,312.2441806,0.351086957,0.573001876,PERENNIAL,FORB,FORB,
464,kiskun.hu,FUMANA PROCUMBENS,-0.583333333,16.43376667,0.15,NA,8.22,0.365,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
465,sand.us,GALACTIA ERECTA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,LEGUME,LEGUME,
466,baddrt.de,GALIUM APARINE,-0.21,30.3875,0.765787211,17.66740825,35.74370723,0.1016,0.153183334,342.4265529,0.246153846,0.31826418,ANNUAL,FORB,FORB,
467,cowidrt.ca,GALIUM APARINE,-1.5,30.3875,0.765787211,17.66740825,35.74370723,0.1016,0.153183334,342.4265529,0.246153846,0.31826418,ANNUAL,FORB,FORB,
468,matador.ca,GALIUM BOREALE,-12.5,18.80683333,0.37,10,12.563546,0.1524,0.1779,83.22567003,0.315984509,0.767008388,PERENNIAL,FORB,FORB,
469,brookdale.ca,GALIUM BOREALE,0.05,18.80683333,0.37,10,12.563546,0.1524,0.1779,83.22567003,0.315984509,0.767008388,PERENNIAL,FORB,FORB,
470,kernnu.ca,GALIUM BOREALE,1,18.80683333,0.37,10,12.563546,0.1524,0.1779,83.22567003,0.315984509,0.767008388,PERENNIAL,FORB,FORB,
471,kernb.ca,GALIUM BOREALE,-2.5,18.80683333,0.37,10,12.563546,0.1524,0.1779,83.22567003,0.315984509,0.767008388,PERENNIAL,FORB,FORB,
472,rhijn.nl,GALIUM MOLLUGO,1.5,29.6653889,0.57825,12.06782427,24.02998847,NA,0.264461111,406.1581499,0.105319476,0.511159011,ANNUAL,FORB,FORB,
473,spvdrt.ar,GALIUM RICHARDIANUM,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
474,lygraint.no,GALIUM SAXATILE,-2,25.1,0.175,NA,25.20106952,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
475,allmendo.ch,GALIUM VERUM,-0.833333333,21.6094737,0.516038889,11.75956766,18.0367854,1.1825,0.122981034,17.44346744,0.140178711,0.622686763,PERENNIAL,FORB,FORB,
476,cdpt_drt.us,GAURA COCCINEA,-1.4,NA,0.10675,NA,14.93401246,0.47,NA,7.22753278,0.144655173,NA,PERENNIAL,FORB,FORB,
477,mattheis.ca,GAURA COCCINEA,-2.166666666,NA,0.10675,NA,14.93401246,0.47,NA,7.22753278,0.144655173,NA,PERENNIAL,FORB,FORB,
478,cerrillos.ar,GAYA PARVIFLORA,-0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
479,ebro.es,GENISTA SCORPIUS,1.72642556,NA,1.5,NA,9.527159544,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,LEGUME,
480,scruzm.us,GERANIUM DISSECTUM,-0.651234217,19.13,0.2,NA,17.86,NA,0.122766667,207.6012196,0.382010582,0.661172161,ANNUAL,FORB,FORB,
481,scruzl.us,GERANIUM DISSECTUM,-17.15676639,19.13,0.2,NA,17.86,NA,0.122766667,207.6012196,0.382010582,0.661172161,ANNUAL,FORB,FORB,
